cumulative_rewards,euclidian_distance,regret,time_spent
241.0,0.25,592.333333333,1.0702021122
735.0,0.0265531062124,98.3333333333,1.22281098366
569.0,0.03125,264.333333333,1.21868991852
677.0,0.0149048096192,156.333333333,1.59946298599
220.0,0.25,613.333333333,1.21334791183
384.0,0.0625,449.333333333,1.25822591782
771.0,0.0859218436874,62.3333333333,1.36740684509
320.0,0.0625,513.333333333,1.14462184906
589.0,0.1875,244.333333333,1.1956949234
357.0,0.375,476.333333333,1.50797891617
726.0,0.0583667334669,107.333333333,1.26648592949
83.0,0.625,750.333333333,1.43633794785
602.0,0.03125,231.333333333,1.07113194466
719.0,0.110470941884,114.333333333,1.27679395676
714.0,0.566883767535,119.333333333,1.14450907707
574.0,0.125,259.333333333,1.3299100399
752.0,0.298847695391,81.3333333333,1.23470497131
